month,region,sst_mean,salinity_mean
2024-02,Swatch_of_No_Ground,24.783393701681725,28.020569449290633
2024-03,Swatch_of_No_Ground,27.467689108963196,30.58486764247601
2024-04,Swatch_of_No_Ground,29.852057995704506,32.382564354114805
2024-05,Swatch_of_No_Ground,30.727422749766937,32.38401202699886
2024-06,Swatch_of_No_Ground,30.576802167754906,30.43509218841791
2024-07,Swatch_of_No_Ground,29.86986202460069,24.176606679191956
2024-08,Swatch_of_No_Ground,29.143897112172382,20.101877026116618
2024-09,Swatch_of_No_Ground,29.947576235120113,18.588550220458554
2024-10,Swatch_of_No_Ground,29.953661156388428,15.628567814397124
2024-11,Swatch_of_No_Ground,27.390688562049316,23.32717483290113
2024-12,Swatch_of_No_Ground,24.87842364494617,24.010593813055984
2025-01,Swatch_of_No_Ground,24.003659870762093,27.842936073788085
2025-02,Swatch_of_No_Ground,24.97454286424013,27.786007315780108
2025-03,Swatch_of_No_Ground,27.822041869736633,29.45787386538891
2025-04,Swatch_of_No_Ground,29.286967884462612,31.66498811915517
2025-05,Swatch_of_No_Ground,30.402048487502796,31.197468030194823
2025-06,Swatch_of_No_Ground,30.090496762440754,27.41422926863799
2025-07,Swatch_of_No_Ground,29.68616876865809,19.974247054555097
2025-08,Swatch_of_No_Ground,29.701587658662064,17.12010127420609
2025-09,Swatch_of_No_Ground,30.079904492084797,13.706019098082415
2025-10,Swatch_of_No_Ground,29.780466267695793,16.257053477546343
2025-11,Swatch_of_No_Ground,27.206244081258774,19.98747174198238
2025-12,Swatch_of_No_Ground,24.415650357993748,24.403226174987278
2026-01,Swatch_of_No_Ground,23.213427672592495,26.654201004510888
2026-02,Swatch_of_No_Ground,24.069636193032448,26.497734954150822
2026-03,Swatch_of_No_Ground,27.06764309681379,29.030771238299515
2026-04,Swatch_of_No_Ground,28.859727532817768,31.699380131724936
2020-01,Middle_Ground,22.64317289052101,26.349661493888842
2020-02,Middle_Ground,23.560174281780537,28.56610736881311
2020-03,Middle_Ground,26.678743383345697,30.149489804171026
2020-04,Middle_Ground,29.220371801692707,31.666572734068794
2020-05,Middle_Ground,29.955886660000452,30.99031386574587
2020-06,Middle_Ground,29.88344980403781,28.085049582072177
2020-07,Middle_Ground,30.012566574777548,22.135837865062058
2020-08,Middle_Ground,29.57467761091315,19.739704484191652
2020-09,Middle_Ground,30.158473220868753,15.394318691239906
2020-10,Middle_Ground,29.994509007495182,16.30363333074806
2020-11,Middle_Ground,27.477436251365223,19.150071231146846
2020-12,Middle_Ground,24.030591281560753,21.247612298108063
2021-01,Middle_Ground,23.1151768527925,24.640977101472135
2021-02,Middle_Ground,23.94353371199507,27.576427321093014
2021-03,Middle_Ground,27.503935707876316,29.3929242170774
2021-04,Middle_Ground,29.25551973426571,30.081879567856397
2021-05,Middle_Ground,30.48614810922971,31.302502566876893
2021-06,Middle_Ground,29.777686735758415,27.315552754757498
2021-07,Middle_Ground,29.56587888988165,23.56660819003502
2021-08,Middle_Ground,29.716771790901056,18.764598981047477
2021-09,Middle_Ground,29.621826360432003,16.462310016728363
2021-10,Middle_Ground,29.73985317435402,15.562053114319077
2021-11,Middle_Ground,27.183707335820564,19.851057917381134
2021-12,Middle_Ground,24.16537979990244,22.044536657631397
2022-01,Middle_Ground,22.89591310029993,24.415374889325065
2022-02,Middle_Ground,23.78778602039585,28.477877575474288
2022-03,Middle_Ground,27.069502378312443,28.848931786174383
2022-04,Middle_Ground,29.001061097647135,30.418385260810073
2022-05,Middle_Ground,30.31451201209655,28.80851432430343
2022-06,Middle_Ground,30.002246623428967,26.672023031502388
2022-07,Middle_Ground,29.957886796158093,22.837528824591292
2022-08,Middle_Ground,29.934683338667337,20.462621458304618
2022-09,Middle_Ground,29.914700757712126,16.40244678665812
2022-10,Middle_Ground,29.707062209741427,19.069255870552016
2022-11,Middle_Ground,26.964837976373158,18.079791017449818
2022-12,Middle_Ground,24.813621111500723,21.691773989452766
2023-01,Middle_Ground,23.385176453452843,25.117124538295545
2023-02,Middle_Ground,25.02542895737749,27.812534943223
2023-03,Middle_Ground,27.513964559596317,28.99023639754607
2023-04,Middle_Ground,29.901864203122948,30.79532797878178
2023-05,Middle_Ground,30.494054750754284,30.271153015872606
2023-06,Middle_Ground,30.460662806263336,27.754843222478833
2023-07,Middle_Ground,29.70222619978281,26.04508285697263
2023-08,Middle_Ground,29.541379569528196,20.0303932866798
2023-09,Middle_Ground,30.05708603732861,17.68085932215819
2023-10,Middle_Ground,29.624070644665224,14.521098058097637
2023-11,Middle_Ground,27.631287100223396,17.71945741135054
2023-12,Middle_Ground,24.756452900572466,20.77436020705276
2024-01,Middle_Ground,23.072328865528107,25.28198317875369
2024-02,Middle_Ground,24.276683151435392,27.178923735538355
2024-03,Middle_Ground,27.166607580219324,30.049502559436057
2024-04,Middle_Ground,29.918325417603437,31.4468981554875
2024-05,Middle_Ground,31.0626004962967,31.27155366819352
2024-06,Middle_Ground,30.49105924167312,27.585328553015223
2024-07,Middle_Ground,29.7514502079441,23.66880607039023
2024-08,Middle_Ground,29.06226714213307,18.514425456165693
2024-09,Middle_Ground,29.973446540821058,17.765019980904
2024-10,Middle_Ground,29.99856562167406,16.554530692071868
2024-11,Middle_Ground,27.648997226013588,21.214726647863593
2024-12,Middle_Ground,24.601738143139162,22.415943004978963
2025-01,Middle_Ground,23.411572616547346,25.141578472147767
2025-02,Middle_Ground,24.475119195018824,26.579587161540985
2025-03,Middle_Ground,27.903315007973177,28.76009553527603
2025-04,Middle_Ground,29.42266726293243,30.673879961698102
2025-05,Middle_Ground,30.58484027362787,29.884096150859616
2025-06,Middle_Ground,29.886548606535563,25.043762736738874
2025-07,Middle_Ground,29.5639820471406,19.81451395863237
2025-08,Middle_Ground,29.560517022529474,16.007838546871564
2025-09,Middle_Ground,30.058550925782093,18.835202378865617
2025-10,Middle_Ground,29.96245987741993,16.870495080589674
2025-11,Middle_Ground,27.424935024804793,18.394464238260227
2025-12,Middle_Ground,24.04269539192319,21.817036820217393
2026-01,Middle_Ground,22.950273608359005,25.683184199106808
2026-02,Middle_Ground,24.111592100789913,26.32655741718526
2026-03,Middle_Ground,27.07303313509776,28.40717636192074
2026-04,Middle_Ground,28.94689778611064,30.725624485729405
2020-01,South_Patches,22.010107174515724,21.604871288873255
2020-02,South_Patches,22.654504946619273,25.16703332774341
2020-03,South_Patches,26.415412952005862,27.40745259448886
2020-04,South_Patches,29.64501923248172,29.72495884168893
2020-05,South_Patches,30.09004568606615,27.65873090364039
2020-06,South_Patches,29.83110001757741,23.00112084019929
2020-07,South_Patches,29.827384527772665,13.707804679870605
2020-08,South_Patches,29.417042637616397,17.607126887887716
2020-09,South_Patches,30.145172102004288,10.485480115748942
2020-10,South_Patches,30.098688527941704,14.89583476446569
2020-11,South_Patches,27.814334814995526,19.099010350182652
2020-12,South_Patches,24.55655606612563,18.313158731907606
2021-01,South_Patches,23.154264959692956,21.165501857176423
2021-02,South_Patches,23.265969362854957,23.589864503592253
2021-03,South_Patches,27.37979563102126,26.41689113806933
2021-04,South_Patches,29.67093444094062,27.92926361784339
2021-05,South_Patches,30.972254781425,27.74364172015339
2021-06,South_Patches,29.707130502909422,22.860153070650995
2021-07,South_Patches,29.337838782370092,16.93967321421951
2021-08,South_Patches,29.60513431504369,11.652910206466913
2021-09,South_Patches,29.749119532853364,15.560930189676583
2021-10,South_Patches,30.051878683269024,10.560181103646755
2021-11,South_Patches,27.456728909164667,19.134078891947865
2021-12,South_Patches,24.513308563828467,20.33104257658124
2022-01,South_Patches,23.010572719573975,21.12161069177091
2022-02,South_Patches,22.87863953858614,23.976603378541768
2022-03,South_Patches,26.87548114657402,25.999120487831533
2022-04,South_Patches,29.58119004741311,27.974209059029818
2022-05,South_Patches,30.457419734448195,25.959307705052197
2022-06,South_Patches,29.6970826998353,21.26607421785593
2022-07,South_Patches,29.962174241244792,17.989815124310553
2022-08,South_Patches,30.001832766830923,18.947513694874942
2022-09,South_Patches,30.059422858804464,14.273673333227634
2022-10,South_Patches,29.9293807156384,15.691396817564964
2022-11,South_Patches,27.47769013121724,17.347525348886847
2022-12,South_Patches,25.0343627281487,19.58636320196092
2023-01,South_Patches,23.013442569226026,21.686577661894262
2023-02,South_Patches,24.45706350579858,24.07975594047457
2023-03,South_Patches,27.381786547601223,26.689296578988433
2023-04,South_Patches,30.343191727995872,28.217191882431507
2023-05,South_Patches,30.70698345825076,26.811412232927978
2023-06,South_Patches,30.22994919195771,23.308608694933355
2023-07,South_Patches,29.605920027941465,23.908449998125434
2023-08,South_Patches,29.261744485795496,15.177770303562284
2023-09,South_Patches,29.89893101155758,17.641363106667995
2023-10,South_Patches,29.667152365297078,13.523958404548466
2023-11,South_Patches,28.194466710090637,15.201311171986163
2023-12,South_Patches,25.24422797486186,18.645103010348976
2024-01,South_Patches,22.770477502048017,21.485932334326208
2024-02,South_Patches,23.679500714689492,24.19650311116129
2024-03,South_Patches,26.627741874754427,27.051676134578884
2024-04,South_Patches,30.317755937576294,28.63528158981353
2024-05,South_Patches,31.357347321510314,27.231249818578362
2024-06,South_Patches,30.31983341574669,22.036735941655934
2024-07,South_Patches,29.529153214395045,17.91346336249262
2024-08,South_Patches,28.909072590619324,11.19253849145025
2024-09,South_Patches,29.952306219935416,14.06272107269615
2024-10,South_Patches,29.92622454687953,16.325446595437825
2024-11,South_Patches,28.128819731622933,19.507542215287685
2024-12,South_Patches,24.910739459842443,20.56233126204461
2025-01,South_Patches,23.230805381387473,21.368560921400785
2025-02,South_Patches,23.81062820702791,22.10774696432054
2025-03,South_Patches,27.82382329702377,26.378867849707603
2025-04,South_Patches,29.65818991139531,27.672977498732507
2025-05,South_Patches,30.80037009716034,26.719870576635003
2025-06,South_Patches,29.666493165493012,22.17330627143383
2025-07,South_Patches,29.33016143515706,16.736891590990126
2025-08,South_Patches,29.483721696585416,13.117257650010288
2025-09,South_Patches,30.07674183547497,13.656186782754958
2025-10,South_Patches,30.051725535839797,15.965425288304687
2025-11,South_Patches,27.815380212664603,17.962265233509243
2025-12,South_Patches,24.33284096494317,18.950482313521206
2026-01,South_Patches,22.479211067408322,21.39581949915737
2026-02,South_Patches,23.724805719405413,23.007834912277758
2026-03,South_Patches,27.19523966163397,25.956588783301413
2026-04,South_Patches,29.464524999260902,27.92560139670968
2020-01,South_of_South_Patches,22.85033722780645,25.10614716738928
2020-02,South_of_South_Patches,22.91653187479824,26.991237347829156
2020-03,South_of_South_Patches,25.973204744048417,28.242496235179715
2020-04,South_of_South_Patches,29.280602427665144,29.75583282241132
2020-05,South_of_South_Patches,30.05085908761248,29.614875456900336
2020-06,South_of_South_Patches,30.06436352804303,26.088557060575113
2020-07,South_of_South_Patches,29.762688062153757,19.46995069447439
2020-08,South_of_South_Patches,29.627506324555725,24.195837252773345
2020-09,South_of_South_Patches,30.09091463126242,15.796761971432716
2020-10,South_of_South_Patches,30.20856348518282,21.194627959630452
2020-11,South_of_South_Patches,28.53698842646554,25.35868783306796
2020-12,South_of_South_Patches,25.79650257434696,24.714175061671995
2021-01,South_of_South_Patches,24.0318613210693,25.05912958877161
2021-02,South_of_South_Patches,23.985992001369596,26.782280928455293
2021-03,South_of_South_Patches,26.89727469161153,26.82224110176321
2021-04,South_of_South_Patches,29.38259528623894,28.438673028722405
2021-05,South_of_South_Patches,30.785042869392782,29.62097915878985
2021-06,South_of_South_Patches,29.93659778824076,27.484111275407486
2021-07,South_of_South_Patches,29.320200193673372,22.853118207422085
2021-08,South_of_South_Patches,29.490356143098325,17.90139467921108
2021-09,South_of_South_Patches,29.87942136079073,22.921212631626986
2021-10,South_of_South_Patches,30.172627940308303,17.955851144506596
2021-11,South_of_South_Patches,28.78235724242404,26.266041267081164
2021-12,South_of_South_Patches,26.18611712520942,26.08588669099845
2022-01,South_of_South_Patches,23.799081390257925,25.10509809362702
2022-02,South_of_South_Patches,23.32766197482124,26.645996709703468
2022-03,South_of_South_Patches,26.532059689052403,26.89128922938835
2022-04,South_of_South_Patches,29.559205900412053,27.974410203751177
2022-05,South_of_South_Patches,30.457411411218345,28.815958101768047
2022-06,South_of_South_Patches,29.887981802690774,25.656815522233956
2022-07,South_of_South_Patches,29.959532448090613,24.59744176303502
2022-08,South_of_South_Patches,29.90125735430047,26.527737485594116
2022-09,South_of_South_Patches,30.151478613261133,25.574892398435622
2022-10,South_of_South_Patches,30.279290130827576,24.19936595542822
2022-11,South_of_South_Patches,28.78025146527216,26.71981335442979
2022-12,South_of_South_Patches,26.819772936869413,26.64761800551787
2023-01,South_of_South_Patches,24.19382305070758,25.68161181116011
2023-02,South_of_South_Patches,24.567873161751777,25.918130259378813
2023-03,South_of_South_Patches,27.003616437781602,27.50499738031067
2023-04,South_of_South_Patches,29.83510848507285,29.23673205077648
2023-05,South_of_South_Patches,30.49417095584795,29.263245005859062
2023-06,South_of_South_Patches,29.951841783709824,27.167958591599017
2023-07,South_of_South_Patches,29.57252722978592,29.593989351997152
2023-08,South_of_South_Patches,29.190969565417618,22.873336719931103
2023-09,South_of_South_Patches,29.76479383930564,26.45792639523279
2023-10,South_of_South_Patches,29.810113825835288,22.970995950163342
2023-11,South_of_South_Patches,28.93621630780399,22.76442378934007
2023-12,South_of_South_Patches,26.02681050589308,22.61316642689053
2024-01,South_of_South_Patches,23.577608567196876,25.471320206997916
2024-02,South_of_South_Patches,23.659871209412813,25.99051634897478
2024-03,South_of_South_Patches,26.136951806489378,27.793874146300368
2024-04,South_of_South_Patches,29.913296906277537,29.539056034991518
2024-05,South_of_South_Patches,31.085207669064403,29.44664217357058
2024-06,South_of_South_Patches,30.265373690519482,25.953798767295666
2024-07,South_of_South_Patches,29.483626811765134,24.675454702810384
2024-08,South_of_South_Patches,28.817468787543476,17.76654101558961
2024-09,South_of_South_Patches,29.89521468942985,20.552499446785077
2024-10,South_of_South_Patches,29.99308754922822,22.270596158341505
2024-11,South_of_South_Patches,28.842234557960182,26.186883883201517
2024-12,South_of_South_Patches,26.915036464110017,27.810945437522605
2025-01,South_of_South_Patches,24.356975002214313,25.472846132470295
2025-02,South_of_South_Patches,23.851954707875848,23.43392359034624
2025-03,South_of_South_Patches,27.357936332467943,26.634266157634556
2025-04,South_of_South_Patches,29.372753066942096,28.93841362092644
2025-05,South_of_South_Patches,30.643681133631617,28.40348137251567
2025-06,South_of_South_Patches,29.798257384914905,28.474436906981282
2025-07,South_of_South_Patches,29.294976645614952,25.973540428094566
2025-08,South_of_South_Patches,29.6048463312909,25.075533287599683
2025-09,South_of_South_Patches,30.027420872356743,21.3849871623097
2025-10,South_of_South_Patches,30.285561684519053,23.806821627658792
2025-11,South_of_South_Patches,28.573747971095145,24.677743591018952
2025-12,South_of_South_Patches,25.314783161971718,23.770008675637655
2026-01,South_of_South_Patches,23.58745078649372,25.50984982517548
2026-02,South_of_South_Patches,23.910687579307705,25.367843385902233
2026-03,South_of_South_Patches,26.868160033598542,25.52053130348213
2026-04,South_of_South_Patches,29.226126888301224,28.273682337021455
